ticker,trailing_pe,forward_pe,peg_ratio,earnings_growth_5y,price_to_book,trailing_eps,market_cap_musd,revenue_ttm_musd,net_income_ttm_musd
VOD,,15.97241,1.116951748251748,0.143,,,27261.61,,
VRSK,26.13509,24.51842,2.5808863157894737,0.095,75.87688,6.48209,22192.8,3072.7,908.3
VRSN,30.66571,30.4416,,-999.9999,-99999.99,8.80071,24748.0,1656.6,825.5
VRTX,29.1384,24.40927,0.0836793623585876,2.917,6.07947,15.33303,113642.8,12001.3,3953.2
VST,70.51193,29.31355,,-999.9999,19.70187,2.1663,51713.41,17738.0,752.0
VTR,156.717,188.77778,,-999.9999,3.12693,0.54206,40390.6,5833.98,251.381
VTRS,-99999.99,5.87296,,-0.0069999999999999,1.06503,-2.96021,15847.73,14299.9,-3514.9
VZ,11.76862,10.19459,6.37161875,0.016,1.92894,4.05995,199720.4,138191.0,17174.0
WAB,39.62942,30.55668,2.1073572413793102,0.145,4.14848,6.83684,46106.38,11167.0,1170.0
WAT,29.5236,24.23089,2.6568958333333335,0.0911999999999999,7.38538,10.75919,31162.06,3165.286,642.629
WBD,95.93003,75.67345,,-999.9999,1.90079,0.28698,69011.34,37296.0,727.0
WDAY,38.11444,12.49475,0.5713191586648376,0.2187,3.75366,2.96633,29056.42,9552.0,693.0
WDC,31.92103,-503.77218,,-999.9999,16.15514,10.58487,114554.1,10734.0,3952.0
WEC,24.6013,22.68352,3.0244693333333337,0.075,2.83968,4.8282,38686.6,9800.1,1557.5
WEIR,,24.85591,3.428401379310345,0.0725,,,7949.321,,
WELL,-99999.99,116.05174,5.661060487804878,0.205,3.41132,-0.69926,143974.3,10838.03,-512.198
WFC,13.73733,13.81404,0.9660167832167832,0.143,1.6171,6.26177,264505.8,87314.0,20285.0
WIT,16.53795,15.73816,,-999.9999,2.4405,0.13666,23016.5,9831.466,1434.851
WM,34.80512,31.1053,2.8657914133038513,0.10854,9.40197,6.69729,93919.14,25204.0,2708.0
WMB,34.12915,34.52494,2.249181758957655,0.1535,6.96728,2.13366,89048.45,11950.0,2615.0
WMT,47.3073,48.9611,5.828702380952381,0.084,10.32993,2.7296,1029476.0,713163.0,21893.0
WRB,15.09815,15.64297,3.160195959595959,0.0495,2.61304,4.45154,25169.53,14706.76,1779.402
WSM,21.59777,22.01445,16.934192307692307,0.013,10.91056,8.85786,22768.96,7806.816,1088.437
WTB,,12.51492,1.9843848605451344,0.063067,,,4133.151,,
WTW,17.55777,16.96707,1.571025,0.108,3.4315,16.39502,27117.3,9708.0,1605.0
WY,55.43396,166.57718,,-0.128,1.89726,0.44774,17896.28,6905.0,324.0
WYNN,33.38638,22.79028,,-0.09445,-99999.99,3.1417,10913.11,7137.924,327.334
XEL,24.17207,21.67038,2.3945171270718233,0.0905,2.18626,3.4242,51661.91,14669.0,2018.0
XOM,23.20802,22.39556,3.0678849315068493,0.073,2.49787,6.68045,644433.0,323905.0,28780.0
XYL,33.0017,25.57514,1.9841070597362296,0.1289,2.7458,3.92101,31162.94,9035.0,957.0
XYZ,29.68628,25.88357,7.169963988919667,0.0361,1.69986,2.11175,37557.33,24193.68,1305.636
YUM,27.64948,26.43703,2.4604029781293626,0.1074499999999999,-99999.99,5.8153,44405.9,8214.0,1635.0
YUMC,20.07741,20.21602,2.3210126291618827,0.0871,3.3011,2.49833,17711.32,11797.0,929.0
ZBH,26.23808,11.38748,3.1631888888888886,0.036,1.43234,3.54561,18007.73,8231.6,704.6
ZBRA,27.31231,14.22314,1.1754661157024795,0.121,3.08325,8.16738,10788.25,5396.0,419.0
ZTS,19.92534,18.94739,2.2356802359882004,0.0847499999999999,15.30683,6.02198,50457.86,9467.0,2673.0
